task,kind,explainer,n_folds,mean_auc,frac_auc_passed,mean_loc_auprc,mean_loc_auprc2,mean_loc_enrichment,frac_loc_passed,mean_aupc_morf,mean_aupc_lerf,mean_delta_lerf_morf,frac_faith_passed,control_auc_frac,control_loc_frac,control_frac_passed,loc_verdict,faith_verdict,verdict,p_morf_lt_random,dataset,selected,combo
motif_cd8_tumor_contact,spatial,attention,15,0.8565223859176463,1.0,0.5724397351416545,0.548205339686157,1.5351009964854605,0.6666666666666666,0.8015923517381996,0.5840203420130146,-0.2175720097251851,0.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,unfaithful_or_fail,looks_biological_unfaithful,0.999999999987876,bc_jackson2020,True,composition_celltype_density
motif_macrophage_tumor_niche,spatial,attention,15,0.6700957888590963,0.8,0.4483351528438535,0.4302081249919336,1.8036140384954955,0.5333333333333333,0.6779582526518494,0.473298370578934,-0.2046598820729153,0.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,unfaithful_or_fail,looks_biological_unfaithful,0.9999989476514208,bc_jackson2020,True,composition_celltype_density
motif_t_tumor_mixing,spatial,attention,15,0.8320070142373751,1.0,0.5551010089447049,0.5292764717804229,1.4363765345259507,0.5333333333333333,0.8014467192732863,0.5780534349953911,-0.2233932842778953,0.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,unfaithful_or_fail,looks_biological_unfaithful,0.999999999997749,bc_jackson2020,True,composition_celltype_density
motif_tumor_high,control,attention,15,0.9808563178654868,1.0,0.5863238799494337,0.5328697988056056,1.6495338321401458,1.0,0.376244809474988,0.5568391826785702,0.1805943732035823,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,1.835523998675341e-11,bc_jackson2020,True,composition_celltype_density
motif_apc_t_contact,spatial,ig,15,0.60787654647746,0.4,0.3372789296397793,0.3287748019428724,0.6268664923814237,0.0,0.3691969585647051,0.6767204434202978,0.3075234848555926,0.4,0.9666666666666668,0.9666666666666668,0.9666666666666668,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,5.729480774552336e-06,bc_jackson2020,True,composition_celltype_density
motif_cd8_high,control,ig,15,0.9424720752778076,0.9333333333333332,0.7380109701085059,0.7143762893768192,1.9881988883175288,0.9333333333333332,0.3911494974603448,0.6810532006962257,0.2899037032358808,0.9333333333333332,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,1.146375155495645e-11,bc_jackson2020,False,composition_celltype_density
motif_cd8_tumor_contact,spatial,ig,15,0.8565223859176463,1.0,0.5802131975219568,0.4783684570135859,1.6933294957773526,1.0,0.4839096701038827,0.7678384335372309,0.2839287634333481,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,4.1409809873733176e-11,bc_jackson2020,True,composition_celltype_density
motif_macrophage_tumor_niche,spatial,ig,15,0.6700957888590963,0.8,0.4391363336590589,0.4058638550836224,1.8947998773654915,0.6666666666666666,0.3583866203331795,0.6836685458944252,0.3252819255612457,0.8,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,1.0190813569894768e-10,bc_jackson2020,True,composition_celltype_density
motif_t_tumor_mixing,spatial,ig,15,0.8320070142373751,1.0,0.5772925754483134,0.4737628643013278,1.6464315792663409,1.0,0.4775219079048795,0.7691018735710186,0.2915799656661392,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,3.225816685913762e-11,bc_jackson2020,True,composition_celltype_density
motif_tumor_high,control,ig,15,0.9808563178654868,1.0,0.9179633441216484,0.8993922104568163,2.750882807119452,1.0,0.2830282301995065,0.717644896506551,0.4346166663070445,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,2.2678969865608245e-16,bc_jackson2020,True,composition_celltype_density
motif_apc_t_contact,spatial,one_removed,15,0.60787654647746,0.4,0.3484215564231503,0.3368106419856918,0.7168200084411144,0.0,0.3883776228358164,0.6690061615376033,0.2806285387017869,0.4,0.9666666666666668,0.9666666666666668,0.9666666666666668,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,9.799462710311428e-07,bc_jackson2020,True,composition_celltype_density
motif_cd8_high,control,one_removed,15,0.9424720752778076,0.9333333333333332,0.6831567073679984,0.6335065672716464,2.148292692716481,0.9333333333333332,0.4861261565044493,0.6997628581625851,0.2136367016581357,0.9333333333333332,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,3.33629715793872e-12,bc_jackson2020,False,composition_celltype_density
motif_cd8_tumor_contact,spatial,one_removed,15,0.8565223859176463,1.0,0.5689654780763134,0.4326699581091079,1.6348171764574682,0.9333333333333332,0.4625096040122017,0.7229158889462269,0.2604062849340252,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,4.3319959355166573e-14,bc_jackson2020,True,composition_celltype_density
motif_macrophage_tumor_niche,spatial,one_removed,15,0.6700957888590963,0.8,0.4639327941544493,0.4052397143590066,2.043193887730808,0.7333333333333333,0.3368249414472634,0.6413489141000069,0.3045239726527434,0.8,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,3.613082302665857e-11,bc_jackson2020,True,composition_celltype_density
motif_t_tumor_mixing,spatial,one_removed,15,0.8320070142373751,1.0,0.5567191699529184,0.4241303810313674,1.5400463016306607,0.8666666666666667,0.4577654749598136,0.7194044869992579,0.2616390120394441,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,1.5403929871693174e-13,bc_jackson2020,True,composition_celltype_density
motif_tumor_high,control,one_removed,15,0.9808563178654868,1.0,0.8183957744881118,0.795099892312788,2.578372547713192,1.0,0.3360758773615917,0.6983154393250229,0.3622395619634311,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,4.242183923852799e-15,bc_jackson2020,True,composition_celltype_density
motif_apc_t_contact,spatial,random,15,0.60787654647746,0.4,0.3572000020292973,0.3416882184536806,0.9875193762421208,0.0,0.540555200228667,0.5379412940888851,-0.0026139061397818,0.0666666666666666,0.9666666666666668,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.8529505999818935,bc_jackson2020,True,composition_celltype_density
motif_cd8_high,control,random,15,0.9424720752778076,0.9333333333333332,0.4713294959544186,0.4886207997165714,1.0204283329462702,0.0,0.5931233176656417,0.5958664063537773,0.0027430886881356,0.0,0.9666666666666668,0.0,0.0,fail_control,fail_control,fail_control,0.1480843281696867,bc_jackson2020,False,composition_celltype_density
motif_cd8_tumor_contact,spatial,random,15,0.8565223859176463,1.0,0.4293565165959482,0.3679780507763593,0.9997470231090676,0.0,0.6028862747096789,0.6028986929062905,1.241819661142174e-05,0.0,0.9666666666666668,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.7795190700427692,bc_jackson2020,True,composition_celltype_density
motif_macrophage_tumor_niche,spatial,random,15,0.6700957888590963,0.8,0.3091009692395813,0.2945045483647849,1.0081920190243083,0.0,0.4934396601720294,0.4995055759427498,0.0060659157707204,0.0,0.9666666666666668,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.1424789427118983,bc_jackson2020,True,composition_celltype_density
motif_t_tumor_mixing,spatial,random,15,0.8320070142373751,1.0,0.4312991101448615,0.3666625967486694,0.980899361739336,0.0,0.6024231713993674,0.596228707040884,-0.0061944643584833,0.0,0.9666666666666668,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.999167007485266,bc_jackson2020,True,composition_celltype_density
motif_tumor_high,control,random,15,0.9808563178654868,1.0,0.4010068070141491,0.4042203387722384,0.9850919914430034,0.0,0.5391120863471711,0.5403913685231535,0.0012792821759822,0.0,0.9666666666666668,0.0,0.0,fail_control,fail_control,fail_control,0.379557758609124,bc_jackson2020,True,composition_celltype_density
motif_apc_t_contact,spatial,single,15,0.60787654647746,0.4,0.3425369444193675,0.3367961891520725,0.9471880879786566,0.0,0.2864279236313794,0.696361223608625,0.4099332999772456,0.4,0.9666666666666668,0.9666666666666668,0.9666666666666668,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,4.823738075863263e-06,bc_jackson2020,True,composition_celltype_density
motif_cd8_high,control,single,15,0.9424720752778076,0.9333333333333332,0.8546580531800136,0.8544130324800882,2.37408481712328,0.9333333333333332,0.2800709055169358,0.7122913137809114,0.4322204082639755,0.9333333333333332,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,7.791330874369499e-16,bc_jackson2020,False,composition_celltype_density
motif_cd8_tumor_contact,spatial,single,15,0.8565223859176463,1.0,0.4385132767426415,0.3421359361351729,0.7275764814851744,0.0,0.4612306137814734,0.8497083584727121,0.3884777446912386,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,4.952348267300123e-12,bc_jackson2020,True,composition_celltype_density
motif_macrophage_tumor_niche,spatial,single,15,0.6700957888590963,0.8,0.3614376164814588,0.3450173869003639,1.1611159119131027,0.0666666666666666,0.3414204014926497,0.7716743074516742,0.4302539059590243,0.8,0.9666666666666668,0.9666666666666668,0.9666666666666668,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,1.0310257794500615e-09,bc_jackson2020,True,composition_celltype_density
motif_t_tumor_mixing,spatial,single,15,0.8320070142373751,1.0,0.4405507233409441,0.344490639430272,0.7535363683841108,0.0,0.4590772826169335,0.8462608619087144,0.3871835792917809,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,7.632440556737281e-14,bc_jackson2020,True,composition_celltype_density
motif_tumor_high,control,single,15,0.9808563178654868,1.0,0.93241538580465,0.9327943099383608,2.7746408866772883,1.0,0.250896843630331,0.7170624069069103,0.4661655632765791,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,1.7097290159415414e-16,bc_jackson2020,True,composition_celltype_density
motif_cd8_clustering,spatial,attention,15,0.8875392474511771,1.0,0.60447737568135,0.48522836733031,4.680531971968187,1.0,0.1257123141141821,0.4738880683844053,0.3481757542702231,1.0,1.0,0.8333333333333334,0.5,pass_spatial,pass_spatial,pass_spatial,1.8289450075843344e-12,hnc_wu2022,True,composition_celltype_density
motif_cd8_high,control,attention,15,0.9681369652128856,1.0,0.544661415405918,0.5237554717532801,1.6299872898371612,0.8666666666666667,0.3432217857539518,0.5194401111275814,0.1762183253736295,0.8,1.0,0.8333333333333334,0.5,pass_control,pass_control,pass_control,6.247572900963363e-10,hnc_wu2022,False,composition_celltype_density
motif_immune_exclusion,spatial,attention,15,0.8777308351080796,1.0,0.3141437057122918,0.4167147717707494,1.7628187880768798,0.9333333333333332,0.2347057450205235,0.5062640846320211,0.2715583396114974,0.8666666666666667,1.0,0.8333333333333334,0.5,pass_spatial,pass_spatial,pass_spatial,6.487318913133714e-10,hnc_wu2022,True,composition_celltype_density
motif_tumor_high,control,attention,15,0.9690031636631352,1.0,0.4968629131010594,0.4360586094487498,1.3639144629927948,0.8,0.4448101749125107,0.4820679877120787,0.037257812799568,0.2666666666666666,1.0,0.8333333333333334,0.5,pass_control,fail_control,fail_control,0.031178340601619,hnc_wu2022,False,composition_celltype_density
motif_cd8_clustering,spatial,ig,15,0.8875392474511771,1.0,0.5491606767449052,0.3759567085831966,4.227645979803873,1.0,0.1915478565690475,0.6001665867717711,0.4086187302027236,1.0,1.0,1.0,1.0,pass_spatial,pass_spatial,pass_spatial,9.023046005525257e-13,hnc_wu2022,True,composition_celltype_density
motif_cd8_high,control,ig,15,0.9681369652128856,1.0,0.7656760075927689,0.7168631681121063,2.612631571822793,1.0,0.2410319253137968,0.7406915877547934,0.4996596624409965,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,4.67091358977352e-13,hnc_wu2022,False,composition_celltype_density
motif_immune_exclusion,spatial,ig,15,0.8777308351080796,1.0,0.4152082412410499,0.513840137729615,2.829286494896264,1.0,0.1534216696638576,0.717165245733039,0.5637435760691815,1.0,1.0,1.0,1.0,pass_spatial,pass_spatial,pass_spatial,7.726310592201186e-12,hnc_wu2022,True,composition_celltype_density
motif_tumor_high,control,ig,15,0.9690031636631352,1.0,0.9301421298010616,0.9153817973019602,2.8922466338313773,1.0,0.1523616614022453,0.8077550851898774,0.6553934237876322,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,3.3631818637988453e-15,hnc_wu2022,False,composition_celltype_density
motif_cd8_clustering,spatial,one_removed,15,0.8875392474511771,1.0,0.4839199132850086,0.3385842674293126,4.113457108165074,1.0,0.2919251628691993,0.6084947641186832,0.3165696012494838,1.0,1.0,1.0,1.0,pass_spatial,pass_spatial,pass_spatial,3.2087974052043477e-12,hnc_wu2022,True,composition_celltype_density
motif_cd8_high,control,one_removed,15,0.9681369652128856,1.0,0.6519262483016272,0.6263187762846623,2.3338110854718948,1.0,0.3062760706969467,0.69502375894213,0.3887476882451833,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,2.5181225728738364e-14,hnc_wu2022,False,composition_celltype_density
motif_immune_exclusion,spatial,one_removed,15,0.8777308351080796,1.0,0.3554140775690114,0.4670539277169974,2.543340238285789,1.0,0.2870470694064905,0.6943672216753458,0.4073201522688553,1.0,1.0,1.0,1.0,pass_spatial,pass_spatial,pass_spatial,1.0238688885606455e-09,hnc_wu2022,True,composition_celltype_density
motif_tumor_high,control,one_removed,15,0.9690031636631352,1.0,0.8744894073818068,0.8579139938133654,2.7495635362926825,1.0,0.1814847835875458,0.7721648817804813,0.5906800981929354,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,1.2949836108034022e-14,hnc_wu2022,False,composition_celltype_density
motif_cd8_clustering,spatial,random,15,0.8875392474511771,1.0,0.1904328376436445,0.1726496019505517,0.9701513572630128,0.0,0.4399159725081802,0.4401777357458415,0.0002617632376612,0.0,1.0,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.5974339821398267,hnc_wu2022,True,composition_celltype_density
motif_cd8_high,control,random,15,0.9681369652128856,1.0,0.3818446921891008,0.4053034708216648,0.9983376494458192,0.0,0.5054483453997418,0.507764669151285,0.002316323751543,0.0666666666666666,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.7081796361154677,hnc_wu2022,False,composition_celltype_density
motif_immune_exclusion,spatial,random,15,0.8777308351080796,1.0,0.1894597703002213,0.3668813007078871,0.9866286098333364,0.0,0.489328063308631,0.4849998149012451,-0.0043282484073858,0.0,1.0,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.7339705804733989,hnc_wu2022,True,composition_celltype_density
motif_tumor_high,control,random,15,0.9690031636631352,1.0,0.3493698125428269,0.3494992447624365,1.005214211153432,0.0,0.4808120536416068,0.4811027546572088,0.000290701015602,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.6706802237098699,hnc_wu2022,False,composition_celltype_density
motif_cd8_clustering,spatial,single,15,0.8875392474511771,1.0,0.6300513412022752,0.4707216045878621,4.981737257181812,1.0,0.0861649725479129,0.6042157397516682,0.5180507672037553,1.0,1.0,1.0,1.0,pass_spatial,pass_spatial,pass_spatial,2.095019910677635e-14,hnc_wu2022,True,composition_celltype_density
motif_cd8_high,control,single,15,0.9681369652128856,1.0,0.7864495630612535,0.7782076001521002,2.550426322157032,1.0,0.1650066909796801,0.7498759824595541,0.584869291479874,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,2.1118602581842273e-14,hnc_wu2022,False,composition_celltype_density
motif_immune_exclusion,spatial,single,15,0.8777308351080796,1.0,0.4594200370983362,0.5207002218907507,3.3128082857468923,1.0,0.1266305210152942,0.7155550083970005,0.5889244873817062,1.0,1.0,1.0,1.0,pass_spatial,pass_spatial,pass_spatial,8.058809325360498e-13,hnc_wu2022,True,composition_celltype_density
motif_tumor_high,control,single,15,0.9690031636631352,1.0,0.9585496598414558,0.9381755215110172,2.9447041412161257,1.0,0.1548639696082699,0.8053447430911927,0.6504807734829228,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,1.7176846965395152e-15,hnc_wu2022,False,composition_celltype_density
motif_cd8_high,control,attention,15,0.9690458191268818,1.0,0.730548912927999,0.7093308856034246,1.687749756254687,0.4666666666666667,0.3730890250738938,0.5161336902483183,0.1430446651744245,0.6666666666666666,1.0,0.6333333333333333,0.5666666666666667,fail_control,pass_control,fail_control,2.7475442166097955e-10,tnbc_wang2023,True,composition_celltype_density
motif_tumor_high,control,attention,15,0.9800030325915992,1.0,0.5759625391634132,0.540501903032004,1.5318676731824596,0.8,0.4612142227218757,0.5132516912528748,0.052037468530999,0.6666666666666666,1.0,0.6333333333333333,0.5666666666666667,pass_control,pass_control,pass_control,5.180692281147092e-05,tnbc_wang2023,False,composition_celltype_density
motif_cd8_high,control,ig,15,0.9690458191268818,1.0,0.8533821253398355,0.8115039145528338,2.167795357209516,1.0,0.3226596016914099,0.6244115246201212,0.3017519229287111,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,1.8769232629076799e-16,tnbc_wang2023,True,composition_celltype_density
motif_tumor_high,control,ig,15,0.9800030325915992,1.0,0.9181967405866424,0.9103115670897612,2.7319189564987583,1.0,0.2919955045952013,0.7127111304339233,0.4207156258387219,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,2.054476493575504e-15,tnbc_wang2023,False,composition_celltype_density
motif_cd8_high,control,one_removed,15,0.9690458191268818,1.0,0.7525685643583037,0.7147572050351243,2.029206630383664,1.0,0.3824510240764016,0.5937086846698693,0.2112576605934677,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,1.1360578810453682e-11,tnbc_wang2023,True,composition_celltype_density
motif_tumor_high,control,one_removed,15,0.9800030325915992,1.0,0.7921010295417678,0.7671819943326101,2.450759877991856,1.0,0.3363797195112,0.6725998379583787,0.3362201184471787,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,2.6687084665355424e-14,tnbc_wang2023,False,composition_celltype_density
motif_cd8_high,control,random,15,0.9690458191268818,1.0,0.558495290211722,0.5729309799174536,1.0119126068153197,0.0,0.4905897584954383,0.491832311082035,0.0012425525865965,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.3052100862175084,tnbc_wang2023,True,composition_celltype_density
motif_tumor_high,control,random,15,0.9800030325915992,1.0,0.3971719058146561,0.4016218271063163,1.004455118709429,0.0,0.5077144570257879,0.5090016854935098,0.0012872284677218,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.5895161650695958,tnbc_wang2023,False,composition_celltype_density
motif_cd8_high,control,single,15,0.9690458191268818,1.0,0.883767682726231,0.8806391222966317,2.21203561640722,1.0,0.2412339950365382,0.6334597447776957,0.3922257497411575,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,3.2340372943127e-19,tnbc_wang2023,True,composition_celltype_density
motif_tumor_high,control,single,15,0.9800030325915992,1.0,0.9476861412872788,0.940184514874424,2.807381987873334,1.0,0.2690012295665765,0.723875155036266,0.4548739254696894,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,6.809925765477868e-16,tnbc_wang2023,False,composition_celltype_density
motif_cd8_high,control,attention,15,0.966575083557236,1.0,0.8821274275349248,0.8813036815245147,1.691601110142302,0.0,0.3752360071780908,0.4959939340868412,0.1207579269087503,0.3333333333333333,1.0,0.4666666666666667,0.3333333333333333,fail_control,fail_control,fail_control,1.01393632309321e-07,bc_metabric_ali2020,False,composition_celltype_density
motif_interface_immune,spatial,attention,15,0.5810796544449468,0.4,0.3845845013883298,0.3536907096005515,1.0024312648715077,0.0,0.4409116851290801,0.5118128281060925,0.0709011429770124,0.2,1.0,0.4666666666666667,0.3333333333333333,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.1306507840685131,bc_metabric_ali2020,True,composition_celltype_density
motif_tumor_high,control,attention,15,0.9806796263235024,1.0,0.5383705940880051,0.5096309661200416,1.418584338457656,0.9333333333333332,0.452671447836672,0.5085446156521238,0.0558731678154518,0.6666666666666666,1.0,0.4666666666666667,0.3333333333333333,pass_control,pass_control,pass_control,5.770072271354092e-06,bc_metabric_ali2020,False,composition_celltype_density
motif_tumor_stroma_mixing,spatial,attention,15,0.7379467821325059,0.8666666666666667,0.7483445697057751,0.6118283656172542,1.3045314607945695,0.0,0.7066462887890463,0.4818031399277952,-0.2248431488612512,0.0,1.0,0.4666666666666667,0.3333333333333333,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.9999999996627909,bc_metabric_ali2020,True,composition_celltype_density
motif_cd8_high,control,ig,15,0.966575083557236,1.0,0.8442649649019928,0.815627924616655,1.6796837464743226,0.0,0.3757008574565451,0.5628938366508554,0.1871929791943103,1.0,1.0,0.5,0.5,fail_control,pass_control,fail_control,4.342544931340103e-12,bc_metabric_ali2020,False,composition_celltype_density
motif_interface_immune,spatial,ig,15,0.5810796544449468,0.4,0.402278279949241,0.3881780880344762,1.1167864305770143,0.0666666666666666,0.2851162971954915,0.7152622173088924,0.4301459201134009,0.4,1.0,0.5,0.5,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,8.543521349717028e-06,bc_metabric_ali2020,True,composition_celltype_density
motif_tumor_high,control,ig,15,0.9806796263235024,1.0,0.8462613113916437,0.8431379982056607,2.5630151832952226,1.0,0.3004513149736038,0.6978130149640599,0.397361699990456,1.0,1.0,0.5,0.5,pass_control,pass_control,pass_control,1.419750955682574e-13,bc_metabric_ali2020,False,composition_celltype_density
motif_tumor_stroma_mixing,spatial,ig,15,0.7379467821325059,0.8666666666666667,0.7370877666261215,0.6173116980515199,1.360552222482874,0.0666666666666666,0.3639249595398582,0.7095324619288618,0.3456075023890032,0.8666666666666667,1.0,0.5,0.5,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,5.462092619781345e-12,bc_metabric_ali2020,True,composition_celltype_density
motif_cd8_high,control,one_removed,15,0.966575083557236,1.0,0.7766004372792393,0.7571838642894331,1.521862899167171,0.0,0.424952488781705,0.5602917599869469,0.1353392712052419,1.0,1.0,0.5,0.5,fail_control,pass_control,fail_control,3.124547039494262e-09,bc_metabric_ali2020,False,composition_celltype_density
motif_interface_immune,spatial,one_removed,15,0.5810796544449468,0.4,0.3954131844133597,0.3852837293133515,1.0868134455388043,0.0,0.3217084148122855,0.6810255141209991,0.3593170993087136,0.4,1.0,0.5,0.5,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,4.122634927178106e-05,bc_metabric_ali2020,True,composition_celltype_density
motif_tumor_high,control,one_removed,15,0.9806796263235024,1.0,0.6983396852657459,0.6845694443383468,2.227928957020119,1.0,0.354288942726819,0.6583862006872158,0.3040972579603967,1.0,1.0,0.5,0.5,pass_control,pass_control,pass_control,4.975185112118361e-12,bc_metabric_ali2020,False,composition_celltype_density
motif_tumor_stroma_mixing,spatial,one_removed,15,0.7379467821325059,0.8666666666666667,0.7059413933053098,0.5816137511927021,1.1070430420171928,0.0,0.3573652416286023,0.640065640205327,0.2827003985767247,0.8666666666666667,1.0,0.5,0.5,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,4.811185498522222e-12,bc_metabric_ali2020,True,composition_celltype_density
motif_cd8_high,control,random,15,0.966575083557236,1.0,0.7088570729324447,0.7312119405962713,0.9974704778875432,0.0,0.4684821496248158,0.4720160332311046,0.0035338836062887,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.7289009309437278,bc_metabric_ali2020,False,composition_celltype_density
motif_interface_immune,spatial,random,15,0.5810796544449468,0.4,0.3618445297001003,0.3336444780291248,0.9555368296352428,0.0,0.5055779615406385,0.5002876200003771,-0.0052903415402614,0.0,1.0,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.9057658788934204,bc_metabric_ali2020,True,composition_celltype_density
motif_tumor_high,control,random,15,0.9806796263235024,1.0,0.4021015787098272,0.4024078468322939,0.981454407598218,0.0,0.5026461660695211,0.5049662360937123,0.002320070024191,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.0877106812583652,bc_metabric_ali2020,False,composition_celltype_density
motif_tumor_stroma_mixing,spatial,random,15,0.7379467821325059,0.8666666666666667,0.6650474272895613,0.5210675460343747,1.006733022431893,0.0,0.5022108937746765,0.507434230225881,0.0052233364512042,0.0,1.0,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.0323091191963131,bc_metabric_ali2020,True,composition_celltype_density
motif_cd8_high,control,single,15,0.966575083557236,1.0,0.8813154723687735,0.8912419524117923,1.650104936307449,0.0,0.2442816798855422,0.6134355243337546,0.3691538444482124,1.0,1.0,0.5,0.5,fail_control,pass_control,fail_control,2.5844547297339544e-16,bc_metabric_ali2020,False,composition_celltype_density
motif_interface_immune,spatial,single,15,0.5810796544449468,0.4,0.4140767714558477,0.4205430113004931,1.1132383823949743,0.0,0.2287187401793979,0.743224564644159,0.5145058244647611,0.4,1.0,0.5,0.5,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,1.145384800348318e-05,bc_metabric_ali2020,True,composition_celltype_density
motif_tumor_high,control,single,15,0.9806796263235024,1.0,0.8746858359841307,0.875628737535535,2.6636968025512493,1.0,0.2718393767200461,0.7135968472535024,0.4417574705334563,1.0,1.0,0.5,0.5,pass_control,pass_control,pass_control,1.0829459538313686e-14,bc_metabric_ali2020,False,composition_celltype_density
motif_tumor_stroma_mixing,spatial,single,15,0.7379467821325059,0.8666666666666667,0.6195214876207645,0.535696671371764,0.6531951263396577,0.0,0.3598119734985981,0.7867323048117769,0.4269203313131787,0.8666666666666667,1.0,0.5,0.5,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,2.0279685368458212e-10,bc_metabric_ali2020,True,composition_celltype_density
motif_apc_t_contact,spatial,attention,15,0.6516337804427669,0.6666666666666666,0.3539161728835441,0.3460269586458163,0.8257329574103615,0.0,0.3665812354025684,0.5998200933585011,0.2332388579559327,0.6666666666666666,0.8666666666666667,0.8666666666666667,0.8666666666666667,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,5.5990668308727e-08,bc_jackson2020,True,mixing_celltype_density
motif_cd8_high,control,attention,15,0.9217351596000304,0.7333333333333333,0.6617215235316668,0.6431908857943178,1.7872400749054032,0.7333333333333333,0.4182947930317059,0.6563511400393377,0.2380563470076317,0.7333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,pass_control,pass_control,pass_control,9.45479375539455e-10,bc_jackson2020,False,mixing_celltype_density
motif_cd8_tumor_contact,spatial,attention,15,0.6609460973112126,0.9333333333333332,0.4887576562586903,0.4020321848278947,1.2003260625009966,0.0,0.6370334887065383,0.6186232159431352,-0.0184102727634031,0.6666666666666666,0.8666666666666667,0.8666666666666667,0.8666666666666667,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,0.9462665330764388,bc_jackson2020,True,mixing_celltype_density
motif_macrophage_tumor_niche,spatial,attention,15,0.5888883488290945,0.2666666666666666,0.4032071570675157,0.3192842831756801,1.5089135769491249,0.0666666666666666,0.6055894825698499,0.4907756769121871,-0.1148138056576627,0.0,0.8666666666666667,0.8666666666666667,0.8666666666666667,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.973481924305548,bc_jackson2020,True,mixing_celltype_density
